Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
275,275,637.2,0,17803,0,337.4,2,3,4,6,14,123310.2816,1,0.2,6.77,23.99,1.157163845,42.26184001,21,14,0,1
235,235,1119,0,21176,0,482,2,1,4,3,6,24668.5824,2,0.2,6.77,23.99,0.129982334,1.147871614,7.5,4.5,0,1
275,235,10.33,0,3142,0,117.7,1,1,4,8,5,11543.004,3,0.14,5.9,25.5,0.82699409,9.433062942,2.5,5,0,1
275,235,637.2,450.7,17803,15898,57.9,5,5,3.5,6,2.5,45580.59,0,0.15,6.2,13.91,1.228498253,8.399477184,12.5,10,1,0
355,235,450.7,0,15898,0,27.72,6,2,3.5,5,12.5,222804.45,4,0.14,5.9,25.5,0.989410344,9.966459466,12.5,2.5,0,1
235,235,16.73,10.33,3877,3142,482,5,4,3.5,3,18,91895.364,2,0.283,7.28,19.74,2.491566484,35.15350853,6,12,0,1
355,355,54.1,36.92,6434,5383,57.9,1,4,4,4,4,11763.2592,3,0.3,6.6,10.27,1.589724147,30.84115488,16,16,1,0
355,355,330.9,0,14276,0,117.7,4,2,3,8,3.5,92654.0208,4,0.15,6.33,18.96,0.556083601,21.87249329,21,10.5,0,1
235,235,2153,1752,26048,24164,83.56,2,6,3,3,12,37247.6016,2,0.3,6.6,10.27,1.051375506,17.86276588,12,3,1,0
355,275,25.1,0,4525,0,8.693,1,1,3.5,4,7.5,14908.014,1,0.171,6,17.28,0.674162616,32.00752206,10,2.5,0,1
275,235,869.7,0,19754,0,38.92,2,2,3,3,3.5,20206.3752,4,0.3,6.6,10.27,0.283256448,11.90969003,21,14,1,0
275,235,25.1,16.73,4525,3877,920.8,1,5,3.5,4,6,24146.496,4,0.1,6.69,35.66,2.35445695,11.2651253,18,15,1,0
235,235,4221,3034,32053,28583,38.92,4,6,3.5,5,8,97238.592,0,0.123,6.19,12.9,1.767410221,9.930316598,10,8,0,1
235,235,16.73,10.33,3877,3142,57.9,5,6,3,8,10,88509.96,3,0.1,6.1,32.84,3.737742622,14.63448795,2,6,1,0
355,275,1119,0,21176,0,920.8,3,1,3,4,7.5,53778.978,3,0.15,6.2,13.91,0.110181741,1.103566438,10,10,1,0
355,355,450.7,0,15898,0,482,4,1,3,4,3,34832.952,2,0.15,6.2,13.91,0.114965535,1.110843644,7.5,7.5,1,0
355,275,77.63,54.1,7684,6434,117.7,2,4,3,3,6,15417.864,2,0.283,7.28,19.74,0.740730984,22.09519394,3,7.5,0,1
355,355,77.63,0,7684,0,671.2,6,2,4,4,8,98543.808,4,0.3,6.6,10.27,0.785830417,37.45923211,12,20,1,0
235,235,4221,3034,32053,28583,1752,5,4,3.5,5,1.5,23759.01,2,0.1,6.69,35.66,0.196976735,1.283213605,6,4.5,1,0
275,235,229.3,0,12437,0,83.56,4,3,3.5,8,12.5,182730.24,0,0.1,6.69,35.66,1.726714884,42.69572068,10,5,1,0
235,235,6.062,3.492,2534,2124,162.7,5,5,3.5,5,9,154178.64,0,0.3,6.6,10.27,6.701863605,67.31670175,9,4.5,1,0
275,235,104.5,77.63,8682,7684,482,6,5,3.5,8,21,733743.4896,2,0.1,6.69,35.66,3.881856385,28.6374686,21,14,1,0
355,355,54.1,0,6434,0,920.8,1,2,3,3,14,30835.728,0,0.15,6.2,13.91,0.652367828,5.992900799,21,17.5,1,0
355,355,1412,1119,22646,21176,337.4,4,5,3.5,7,15,267242.976,0,0.2,6.77,23.99,1.679217815,31.29866484,15,2.5,0,1
275,235,1119,0,21176,0,83.56,1,2,3,6,2.5,11726.55,2,0.123,6.19,12.9,0.251643831,1.201869032,12.5,12.5,0,1
355,355,1412,1119,22646,21176,38.92,1,4,3,6,14,44883.1152,0,0.171,6,17.28,1.345351864,35.99861842,17.5,3.5,0,1
355,235,104.5,0,8682,0,482,4,3,3,7,1.5,23375.6028,1,0.1,6.69,35.66,0.438338794,4.218054959,6,4.5,1,0
355,275,1119,869.7,21176,19754,1412,3,4,3,5,21,57266.352,3,0.123,6.19,12.9,0.406077857,1.799133124,3.5,3.5,0,1
275,275,77.63,54.1,7684,6434,57.9,5,5,4,3,21,206244.522,1,0.354,6.5,15.82,3.63386831,30.81034828,21,3.5,1,0
275,235,1119,0,21176,0,13.17,4,2,4,3,6,23493.888,3,0.15,6.2,13.91,0.364150375,9.068778814,1.5,7.5,1,0
235,235,1119,0,21176,0,337.4,6,2,4,4,1.5,4551.9408,0,0.3,6.6,10.27,0.10168605,0.560654555,1.5,1.5,1,0
235,235,276.9,0,13347,0,117.7,4,3,3,6,15,80760.24,0,0.3,6.6,10.27,0.781732859,28.58727752,3,15,1,0
355,235,77.63,0,7684,0,920.8,1,2,3,4,3.5,3234.4884,1,0.354,6.5,15.82,0.198673156,4.360576325,3.5,7,1,0
235,235,637.2,450.7,17803,15898,231.3,1,5,4,8,24,142986.4128,2,0.2,6.77,23.99,3.522190346,60.94499004,24,12,0,1
275,275,182.6,136.7,11253,9726,19.43,6,4,3.5,5,7.5,64241.1,3,0.171,6,17.28,1.677600861,29.46613783,2.5,12.5,0,1
235,235,77.63,54.1,7684,6434,57.9,3,4,3.5,6,12.5,101664.09,1,0.123,6.19,12.9,2.541523656,16.83978739,10,2.5,0,1
355,355,450.7,0,15898,0,231.3,6,3,4,4,10,46579.896,1,0.3,6.6,10.27,0.487747052,17.08634906,2,6,1,0
355,355,1412,1119,22646,21176,27.72,6,6,3.5,5,17.5,306215.91,0,0.1,6.1,32.84,3.646051071,10.51815034,17.5,10.5,1,0
235,235,182.6,136.7,11253,9726,1412,5,6,3.5,7,10.5,81586.197,3,0.14,5.9,25.5,1.262303104,4.305726214,3.5,10.5,0,1
235,235,330.9,0,14276,0,117.7,6,3,3,5,10.5,83758.158,4,0.2,6.77,23.99,0.609148242,16.14403259,3.5,14,0,1
275,275,136.7,104.5,9726,8682,920.8,5,5,4,3,4,35913.834,3,0.15,6.2,13.91,0.932360744,7.417820587,8,6,1,0
275,275,1119,0,21176,0,671.2,1,2,4,3,12,18207.7632,0,0.283,7.28,19.74,0.268562183,12.29950903,8,8,0,1
355,235,6.062,0,2534,0,671.2,6,1,3,8,10,86307.408,2,0.1,6.69,35.66,1.001202722,33.20400204,2,4,1,0
355,275,36.92,0,5383,0,13.17,5,3,4,4,9,81698.364,1,0.123,6.19,12.9,2.473916068,18.29729323,12,3,0,1
275,275,276.9,229.3,13347,12437,57.9,4,4,3.5,7,12.5,173858.85,1,0.15,6.2,13.91,2.412618695,9.290611377,10,7.5,1,0
235,235,1119,869.7,21176,19754,1119,1,6,3.5,3,3,5726.6352,4,0.3,6.6,10.27,0.469226088,10.12446889,6,3,1,0
275,275,1119,0,21176,0,920.8,5,3,3,4,8,91936.152,3,0.2,6.77,23.99,0.31720494,5.203192804,16,16,0,1
235,235,104.5,0,8682,0,337.4,6,3,3,3,7.5,64547.01,2,0.123,6.19,12.9,0.562955906,2.825820679,4.5,7.5,0,1
275,275,1119,0,21176,0,19.43,4,1,4,6,9,89497.0296,3,0.283,7.28,19.74,0.263621326,18.70457497,4.5,3,0,1
275,235,330.9,276.9,14276,13347,1752,2,4,3,5,3.5,11318.67,2,0.1,6.1,32.84,0.313336515,2.725259309,3.5,17.5,1,0
355,355,1119,0,21176,0,117.7,6,2,4,8,4.5,49337.1648,0,0.3,6.6,10.27,0.362486187,11.64152967,3,1.5,1,0
235,235,2153,1752,26048,24164,117.7,1,6,3,8,18,56923.7328,3,0.15,6.33,18.96,1.983745451,46.50814366,6,12,0,1
355,275,3.492,0,2124,0,83.56,5,1,4,5,12,64954.89,1,0.354,6.5,15.82,1.855082467,67.13471933,4,16,1,0
355,275,54.1,0,6434,0,13.17,2,1,3.5,3,10,24228.072,0,0.1,6.1,32.84,0.471580471,24.04060158,7.5,10,1,0
275,235,229.3,182.6,12437,11253,27.72,1,6,4,6,6,26504.0424,1,0.1,6.1,32.84,4.103867573,9.167895259,9,4.5,1,0
275,235,2153,1752,26048,24164,671.2,2,6,3.5,7,15,88632.324,2,0.1,6.69,35.66,1.238961515,14.65405618,9,9,1,0
235,235,6.062,0,2534,0,27.72,4,3,4,5,3,27776.628,3,0.354,6.5,15.82,2.540178647,52.28388279,4.5,1.5,1,0
355,275,136.7,104.5,9726,8682,3.178,2,5,4,4,1.5,2398.3344,0,0.1,6.1,32.84,1.580371327,11.20470914,1.5,6,1,0
235,235,136.7,104.5,9726,8682,1119,4,5,3.5,8,7,98250.1344,4,0.283,7.28,19.74,1.440762718,21.44953465,10.5,7,0,1
355,355,136.7,0,9726,0,117.7,2,3,4,4,2,10180.6848,0,0.1,6.69,35.66,0.589513607,8.439820464,12,2,1,0
275,275,637.2,0,17803,0,13.17,4,3,3,4,2.5,20230.848,0,0.14,5.9,25.5,0.519730028,6.441650666,10,10,0,1
235,235,104.5,77.63,8682,7684,117.7,5,6,4,7,15,304890.3,4,0.1,6.1,32.84,4.978826902,14.3668719,12,15,1,0
355,355,77.63,54.1,7684,6434,920.8,2,5,4,4,8,20883.456,0,0.1,6.1,32.84,1.305889059,13.92344394,4,10,1,0
235,235,3034,2153,28583,26048,83.56,6,6,4,6,12,285352.848,2,0.354,6.5,15.82,2.715282223,23.63985816,15,15,1,0
355,275,1412,1119,22646,21176,162.7,1,6,3.5,4,16,24815.4192,1,0.283,7.28,19.74,1.317310281,18.83087967,12,4,0,1
275,275,4221,3034,32053,28583,671.2,5,5,4,6,3,63506.916,3,0.354,6.5,15.82,0.582113081,12.76403363,7.5,4.5,1,0
355,275,637.2,450.7,17803,15898,83.56,4,6,3.5,8,6,149512.4928,4,0.1,6.1,32.84,2.904256319,12.87690089,12,6,1,0
275,275,10.33,0,3142,0,27.72,1,1,4,8,10,20638.728,3,0.354,6.5,15.82,1.205942379,69.80071918,2,4,1,0
355,235,182.6,136.7,11253,9726,231.3,2,4,3.5,8,12,94465.008,3,0.2,6.77,23.99,1.813617336,43.71380085,6,10,0,1
235,235,229.3,0,12437,0,83.56,4,2,4,8,9,79879.2192,0,0.283,7.28,19.74,0.867169092,56.57901794,6,9,0,1
275,275,1119,869.7,21176,19754,83.56,4,5,3,8,12.5,281743.11,3,0.15,6.33,18.96,2.419056581,43.94642632,15,5,0,1
275,275,330.9,276.9,14276,13347,231.3,6,6,3,4,17.5,202145.328,0,0.1,6.69,35.66,1.532654523,17.44012077,14,10.5,1,0
275,275,1119,0,21176,0,337.4,3,1,3,3,12,32597.7696,0,0.123,6.19,12.9,0.093702658,0.722314502,6,12,0,1
355,275,1119,0,21176,0,920.8,6,1,4,3,15,189908.928,1,0.354,6.5,15.82,0.210464768,7.91973601,18,9,1,0
235,235,1119,0,21176,0,671.2,1,3,3,7,4,19871.9136,0,0.1,6.1,32.84,0.348494581,4.251979762,12,8,1,0
235,235,25.1,0,4525,0,57.9,5,1,3,5,10,177427.8,4,0.1,6.1,32.84,0.833206076,34.80365474,12,2,1,0
235,235,229.3,0,12437,0,920.8,1,2,4,5,9,21903.156,3,0.3,6.6,10.27,0.464726861,24.80157721,4.5,1.5,1,0
355,235,77.63,54.1,7684,6434,38.92,5,6,3.5,7,12,191866.752,0,0.15,6.33,18.96,4.983094793,88.06922804,8,4,0,1
275,275,869.7,637.2,19754,17803,38.92,3,4,3.5,6,12,138834.1944,3,0.3,6.6,10.27,2.120042211,57.03407185,10,6,1,0
355,275,330.9,276.9,14276,13347,57.9,5,6,3.5,5,5,67810.05,4,0.1,6.69,35.66,1.890172071,17.215288,7.5,12.5,1,0
355,235,276.9,0,13347,0,27.72,4,2,3.5,3,16,56532.168,3,0.14,5.9,25.5,0.618186182,5.551066243,4,20,0,1
235,235,182.6,136.7,11253,9726,162.7,3,6,4,6,12,175714.704,4,0.15,6.2,13.91,3.756581921,9.844132992,24,20,1,0
275,275,54.1,36.92,6434,5383,83.56,5,6,3.5,7,24,196904.07,1,0.15,6.2,13.91,4.355508325,12.68452968,4,20,1,0
275,275,3.492,0,2124,0,19.43,2,2,3,4,12.5,51494.85,1,0.283,7.28,19.74,2.689635791,55.68343087,10,7.5,0,1
235,235,1412,1119,22646,21176,117.7,4,5,3,4,6,42631.6176,3,0.354,6.5,15.82,0.687721821,12.52115662,4.5,3,1,0
275,235,10.33,0,3142,0,920.8,6,2,4,3,20,98503.02,3,0.14,5.9,25.5,2.001483085,15.56864504,4,20,0,1
355,355,25.1,0,4525,0,671.2,3,1,4,7,14,186470.4996,3,0.15,6.2,13.91,1.460522418,31.87957088,17.5,10.5,1,0
235,235,450.7,330.9,15898,14276,117.7,1,6,4,7,3.5,10492.713,0,0.14,5.9,25.5,1.554531309,6.772278855,10.5,17.5,0,1
355,355,1119,0,21176,0,337.4,5,1,3,6,16,342456.048,4,0.283,7.28,19.74,0.255204135,17.08455219,24,8,0,1
275,275,3.492,3.492,2124,2124,1752,1,4,3.5,4,18,24048.6048,1,0.354,6.5,15.82,4.659300445,49.11515565,6,9,1,0
355,355,4221,3034,32053,28583,57.9,6,5,4,8,15,132520.212,3,0.123,6.19,12.9,1.589930533,11.33591343,3,6,0,1
275,235,869.7,0,19754,0,337.4,1,3,3,5,6,15907.32,0,0.283,7.28,19.74,0.364527423,16.73852797,6,7.5,0,1
355,275,330.9,0,14276,0,920.8,6,1,3,8,10.5,283052.4048,4,0.15,6.33,18.96,0.300395706,6.410832964,14,14,0,1
355,235,450.7,0,15898,0,231.3,4,2,3,8,7,118774.656,0,0.15,6.2,13.91,0.497155844,6.377661459,14,17.5,1,0
355,355,104.5,77.63,8682,7684,83.56,4,5,3.5,7,10.5,153693.2628,1,0.14,5.9,25.5,3.058882413,11.66106036,14,14,0,1
235,235,136.7,104.5,9726,8682,83.56,6,6,3,7,2.5,57898.566,1,0.354,6.5,15.82,1.524650877,24.38730535,10,10,1,0
235,235,229.3,0,12437,0,231.3,5,1,3.5,8,4,110617.056,1,0.354,6.5,15.82,0.325498106,20.29070897,24,8,1,0
235,235,1119,0,21176,0,27.72,5,3,3.5,4,10,141942.24,0,0.3,6.6,10.27,1.082430583,30.6985327,15,10,1,0
275,275,330.9,0,14276,0,83.56,2,3,3,4,9,24399.3816,3,0.354,6.5,15.82,0.564908385,21.78251358,3,1.5,1,0
235,235,5538,4221,34685,32053,920.8,1,4,3,6,12,25549.6032,0,0.171,6,17.28,0.359017832,4.822983336,12,8,0,1
275,275,1119,0,21176,0,482,5,3,3,4,7.5,110025.63,1,0.283,7.28,19.74,0.394369142,15.88033086,9,6,0,1
275,275,450.7,330.9,15898,14276,337.4,4,5,3.5,3,9,39132.0072,3,0.283,7.28,19.74,0.685058433,16.33344303,6,9,0,1
275,235,25.1,16.73,4525,3877,57.9,1,4,3,6,6,17326.7424,2,0.123,6.19,12.9,1.761674014,13.74010569,9,9,0,1
275,275,6447,5538,40005,34685,8.693,6,6,4,3,5,70236.936,3,0.15,6.33,18.96,1.557815456,43.45210737,15,7.5,0,1
275,235,182.6,136.7,11253,9726,38.92,1,5,3.5,7,4.5,21686.9796,4,0.123,6.19,12.9,2.502631365,12.47907182,6,4.5,0,1
235,235,637.2,0,17803,0,19.43,2,1,4,3,21,89962.0128,2,0.354,6.5,15.82,0.421511247,28.81450182,21,3.5,1,0
235,235,16.73,0,3877,0,920.8,4,2,4,3,6,27996.8832,1,0.171,6,17.28,1.019483283,40.79607993,9,6,0,1
235,235,1119,869.7,21176,19754,482,1,6,3,7,4,15050.772,2,0.1,6.69,35.66,0.736169426,8.841880416,12,20,1,0
275,235,229.3,0,12437,0,482,3,3,3,5,4.5,38697.615,4,0.1,6.1,32.84,0.4598959,10.71186245,4.5,7.5,1,0
355,355,16.73,0,3877,0,27.72,5,3,3,8,10,103601.52,2,0.3,6.6,10.27,2.323489263,95.59957973,4,2,1,0
235,235,104.5,0,8682,0,162.7,6,3,3.5,5,8,130766.328,2,0.15,6.2,13.91,1.116147566,11.74636138,8,8,1,0
355,355,5538,4221,34685,32053,231.3,2,6,4,4,3,6069.2544,0,0.354,6.5,15.82,0.475210649,10.34273166,6,6,1,0
275,235,637.2,450.7,17803,15898,337.4,2,4,3.5,8,4.5,40539.1932,3,0.2,6.77,23.99,0.850949965,32.05091506,6,3,0,1
355,355,54.1,0,6434,0,83.56,2,2,4,8,17.5,170412.264,4,0.14,5.9,25.5,2.450588662,11.77859192,17.5,3.5,0,1
355,235,54.1,0,6434,0,671.2,4,2,3,7,9,70604.028,3,0.123,6.19,12.9,0.639236404,5.653951115,1.5,7.5,0,1
355,355,276.9,0,13347,0,231.3,2,1,4,4,10,30346.272,0,0.1,6.69,35.66,0.257050531,3.547088738,7.5,7.5,1,0
355,355,1119,0,21176,0,83.56,3,3,3,5,7.5,80301.375,3,0.15,6.2,13.91,0.692535237,5.564868548,12.5,12.5,1,0
355,235,276.9,0,13347,0,920.8,2,3,3,5,7,30183.12,3,0.14,5.9,25.5,0.412463593,4.427558732,7,17.5,0,1
275,275,330.9,0,14276,0,19.43,3,3,3.5,3,4,31631.094,3,0.15,6.2,13.91,0.895046714,10.70209388,12,10,1,0
355,235,1412,1119,22646,21176,1119,2,4,3.5,8,15,132928.092,1,0.354,6.5,15.82,0.934736543,24.95709375,15,3,1,0
355,275,77.63,0,7684,0,38.92,5,2,4,6,7.5,100032.57,2,0.3,6.6,10.27,1.274739202,51.81529641,7.5,10,1,0
235,235,637.2,450.7,17803,15898,231.3,5,6,4,8,24,447525.936,1,0.1,6.69,35.66,3.688841602,23.56853185,16,8,1,0
355,235,1119,0,21176,0,671.2,2,3,3,4,12.5,72806.58,2,0.15,6.33,18.96,0.448184704,9.377828728,15,5,0,1
355,355,54.1,0,6434,0,38.92,1,1,3,6,6,15564.7008,2,0.2,6.77,23.99,0.36962056,15.59127183,4.5,1.5,0,1
235,235,330.9,0,14276,0,920.8,3,2,3,8,8,40592.2176,4,0.15,6.2,13.91,0.282539181,3.569610915,4,4,1,0
355,275,229.3,0,12437,0,83.56,2,3,4,3,15,70481.664,3,0.3,6.6,10.27,1.350677917,38.96908474,18,6,1,0
275,275,1119,0,21176,0,162.7,5,1,4,3,7,74519.676,0,0.2,6.77,23.99,0.173948312,2.918748683,21,14,0,1
355,235,1119,0,21176,0,162.7,4,3,3.5,5,4.5,38544.66,0,0.14,5.9,25.5,0.435912955,4.852686313,4.5,7.5,0,1
355,235,869.7,637.2,19754,17803,13.17,4,6,4,3,20,102785.76,0,0.354,6.5,15.82,3.583988968,29.21767346,12,20,1,0
275,275,1119,0,21176,0,671.2,5,1,3.5,7,7.5,119967.705,4,0.15,6.2,13.91,0.171852658,1.819065765,4.5,4.5,1,0
275,275,330.9,0,14276,0,920.8,4,3,4,3,8,65065.0176,4,0.2,6.77,23.99,0.589750092,15.27282649,10,4,0,1
355,235,5538,4221,34685,32053,13.17,3,4,4,6,9,44932.0608,0,0.1,6.1,32.84,0.903818343,13.23297649,3,4.5,1,0
355,235,450.7,0,15898,0,337.4,3,1,3.5,3,6,15797.1924,1,0.1,6.1,32.84,0.108481296,0.398822597,3,3,1,0
355,275,10.33,0,3142,0,920.8,3,3,3,6,7,89627.5512,4,0.14,5.9,25.5,2.322490267,11.2026121,17.5,14,0,1
235,235,869.7,637.2,19754,17803,83.56,3,5,3,3,14,59803.3656,4,0.171,6,17.28,1.029428043,20.26314488,10.5,7,0,1
235,235,36.92,25.1,5383,4525,231.3,4,4,4,8,10,51066.576,2,0.171,6,17.28,1.908296071,34.31597327,2,2,0,1
235,235,1119,869.7,21176,19754,482,6,5,4,6,14,101447.9136,2,0.15,6.2,13.91,0.905670921,7.326048534,3.5,10.5,1,0
355,235,1119,0,21176,0,920.8,5,3,4,5,7.5,27786.825,1,0.171,6,17.28,0.267264033,3.09392825,1.5,1.5,0,1
235,235,25.1,0,4525,0,162.7,2,3,4,8,17.5,183362.454,1,0.15,6.2,13.91,4.292821027,25.05817943,21,3.5,1,0
355,235,136.7,104.5,9726,8682,482,2,5,4,6,7.5,55247.346,1,0.15,6.2,13.91,1.812469326,13.7966037,12.5,7.5,1,0
235,235,54.1,36.92,6434,5383,38.92,6,6,3,3,16,178178.2992,2,0.14,5.9,25.5,3.151573532,9.740943724,20,12,0,1
275,275,637.2,0,17803,0,27.72,1,2,3,3,10.5,23279.751,4,0.1,6.69,35.66,0.449365114,7.068950473,10.5,17.5,1,0
355,235,3.492,3.492,2124,2124,27.72,1,6,3.5,8,3,5889.7872,2,0.15,6.2,13.91,4.026654086,10.7550277,3,3,1,0
355,275,276.9,0,13347,0,8.693,1,2,3.5,3,10,8483.904,2,0.3,6.6,10.27,0.530764671,23.39906698,2.5,2.5,1,0
355,355,5538,4221,34685,32053,671.2,3,4,3.5,3,12.5,74591.055,1,0.3,6.6,10.27,0.439085033,15.37136459,12.5,12.5,1,0
355,235,182.6,136.7,11253,9726,1752,6,4,4,5,9,68646.204,3,0.1,6.69,35.66,0.834827491,7.340390522,3,12,1,0
235,235,6447,5538,40005,34685,57.9,1,6,4,6,3,9275.1912,2,0.2,6.77,23.99,1.018577204,29.29699442,4.5,4.5,0,1
355,235,869.7,637.2,19754,17803,5.412,5,5,3,3,12,34690.194,3,0.123,6.19,12.9,1.297025997,9.131512898,2,2,0,1
355,235,637.2,450.7,17803,15898,19.43,2,6,3,6,18,42386.8896,2,0.14,5.9,25.5,2.56469547,6.78961142,3,6,0,1
355,355,3.492,0,2124,0,920.8,6,1,4,3,12.5,161826.39,3,0.1,6.1,32.84,2.681603512,18.66746512,15,5,1,0
275,235,1119,0,21176,0,920.8,5,2,3.5,4,21,283843.692,1,0.283,7.28,19.74,0.441329966,19.26518858,21,7,0,1
275,275,182.6,136.7,11253,9726,1752,1,5,4,4,4.5,16682.292,4,0.123,6.19,12.9,1.039558526,5.871493901,7.5,7.5,0,1
235,235,450.7,0,15898,0,162.7,5,1,3.5,4,24,202879.512,3,0.1,6.69,35.66,0.333562475,5.802519726,12,12,1,0
355,355,330.9,276.9,14276,13347,1119,5,6,3,7,7.5,178549.47,1,0.15,6.2,13.91,1.257096838,8.164770185,15,5,1,0
275,275,182.6,136.7,11253,9726,482,2,4,3,8,24,223191.936,3,0.171,6,17.28,1.945714078,30.55791231,16,20,0,1
275,275,330.9,0,14276,0,38.92,3,3,4,8,9,103960.4544,0,0.14,5.9,25.5,2.013009865,10.05967571,6,4.5,0,1
355,235,637.2,0,17803,0,162.7,6,3,3.5,7,7,68695.1496,3,0.14,5.9,25.5,0.584188238,4.810951234,3.5,10.5,0,1
355,355,136.7,104.5,9726,8682,337.4,5,6,4,4,7,45274.68,4,0.15,6.33,18.96,1.3655995,30.71556379,3.5,17.5,0,1
275,275,869.7,0,19754,0,162.7,6,3,4,7,12,313031.5848,1,0.1,6.1,32.84,1.336221914,12.89991763,15,12,1,0
235,235,3034,2153,28583,26048,83.56,6,5,3,6,7,161210.4912,4,0.1,6.1,32.84,1.145223063,7.688186344,17.5,7,1,0
355,275,136.7,104.5,9726,8682,671.2,1,6,3.5,8,21,89766.2304,0,0.15,6.33,18.96,2.922668877,37.71747045,17.5,3.5,0,1
275,235,1119,0,21176,0,27.72,3,1,4,3,6,9470.9736,0,0.1,6.1,32.84,0.097720006,0.289899874,2,6,1,0
355,235,1119,0,21176,0,83.56,5,3,3.5,4,1.5,9789.12,0,0.171,6,17.28,0.248362659,2.636914488,3,7.5,0,1
275,275,1119,0,21176,0,162.7,3,2,4,8,3,52934.6664,3,0.14,5.9,25.5,0.467272941,8.678897871,15,12,0,1
275,235,54.1,0,6434,0,482,3,2,4,6,6,24644.1096,1,0.1,6.69,35.66,0.647017906,18.03699227,3,12,1,0
355,235,5538,4221,34685,32053,117.7,6,6,4,5,3,30468.636,4,0.15,6.2,13.91,0.745154953,2.853040008,1.5,4.5,1,0
275,275,1119,0,21176,0,117.7,2,2,3,6,24,63678.2256,1,0.3,6.6,10.27,0.423092409,25.75592415,4,16,1,0
355,235,36.92,25.1,5383,4525,337.4,3,5,3.5,3,4,14508.2916,1,0.15,6.2,13.91,1.114035494,8.75738358,12,8,1,0
275,235,4221,3034,32053,28583,57.9,5,4,3,6,16,114899.796,3,0.1,6.69,35.66,0.751164701,13.98942324,4,16,1,0
355,235,2153,1752,26048,24164,117.7,5,4,3,7,3.5,82228.608,1,0.15,6.33,18.96,0.691553742,20.77740055,21,3.5,0,1
275,275,10.33,6.062,3142,2534,117.7,3,4,3.5,4,18,130488.9696,2,0.15,6.2,13.91,4.756802091,25.3583381,15,6,1,0
235,235,276.9,0,13347,0,162.7,1,1,3,4,8,21079.2384,4,0.14,5.9,25.5,0.195350858,4.098746775,6,8,0,1
235,235,10.33,6.062,3142,2534,231.3,3,6,4,5,2,7933.266,1,0.283,7.28,19.74,2.280274052,28.58733932,2,8,0,1
235,235,1752,1412,24164,22646,83.56,4,5,3,8,15,305420.544,0,0.15,6.33,18.96,2.293533037,46.26837503,15,2.5,0,1
355,275,3034,2153,28583,26048,1752,2,5,4,6,7.5,74336.13,3,0.123,6.19,12.9,0.762161656,4.16384136,9,7.5,0,1
235,235,25.1,16.73,4525,3877,671.2,1,5,3.5,5,4,9299.664,4,0.15,6.2,13.91,1.495813818,10.85224563,4,16,1,0
235,235,276.9,0,13347,0,162.7,1,2,3.5,8,15,94791.312,4,0.2,6.77,23.99,1.143022261,51.73495361,18,6,0,1
235,235,1119,0,21176,0,83.56,4,2,3.5,5,12,139331.808,4,0.14,5.9,25.5,0.583585836,6.897076619,12,12,0,1
235,235,330.9,276.9,14276,13347,231.3,1,4,3,4,6,13998.4416,0,0.354,6.5,15.82,0.597007396,14.56953801,15,9,1,0
355,235,77.63,0,7684,0,8.693,6,2,4,4,7.5,65831.832,4,0.1,6.1,32.84,1.253619087,18.05482861,3,4.5,1,0
235,235,637.2,0,17803,0,162.7,1,1,3.5,8,9,47020.4064,4,0.1,6.69,35.66,0.28857884,3.755449653,12,12,1,0
275,235,36.92,0,5383,0,337.4,6,3,3,8,20,615898.8,1,0.1,6.1,32.84,2.71024501,16.44864659,20,20,1,0
355,355,10.33,0,3142,0,671.2,1,3,4,5,4.5,15662.592,3,0.1,6.1,32.84,2.120537464,22.84846841,6,6,1,0
355,235,16.73,10.33,3877,3142,38.92,1,6,3,6,4,10351.9944,3,0.354,6.5,15.82,2.543517102,28.89613427,8,8,1,0
355,235,1119,0,21176,0,57.9,3,3,3.5,7,7.5,19914.741,0,0.123,6.19,12.9,0.508741649,1.991322164,1.5,1.5,0,1
275,275,54.1,36.92,6434,5383,162.7,2,4,3,8,4,34816.6368,1,0.15,6.33,18.96,1.346886421,37.99005401,16,16,0,1
235,235,1119,0,21176,0,19.43,4,2,4,5,9,126687.528,2,0.171,6,17.28,0.826519767,23.7388948,9,3,0,1
275,235,1119,0,21176,0,27.72,5,1,4,5,3,35281.62,4,0.3,6.6,10.27,0.151123781,2.977891315,6,12,1,0
355,235,276.9,0,13347,0,920.8,1,2,4,3,7.5,13398.858,2,0.123,6.19,12.9,0.338333923,1.365698742,6,1.5,0,1
275,275,1119,0,21176,0,38.92,6,3,3.5,7,6,143973.4824,3,0.123,6.19,12.9,1.047489056,10.50399297,6,6,0,1
275,235,10.33,0,3142,0,19.43,5,1,4,5,3,23962.95,1,0.171,6,17.28,0.72298744,29.25278833,6,9,0,1
355,235,54.1,0,6434,0,8.693,5,2,3,3,2.5,18966.42,0,0.123,6.19,12.9,0.529276689,2.930653215,10,10,0,1
275,275,4221,3034,32053,28583,57.9,4,4,3.5,5,8,92180.88,2,0.1,6.69,35.66,0.884392186,9.979528442,16,20,1,0
